id,caption,timestamp,ownerUsername,locationName,type,productType,firstComment,likesCount,commentsCount,videoPlayCount,videoViewCount,videoDuration,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28
3504949729370714865,"Clase de prueba GRATIS el jueves (21 de noviembre)
Reserva tu cupo aquí https://profekyle.com/group-test-class/

¿Eres pre-intermedio o intermedio que quiere mejorar sus habilidades para hablar inglés?

¿Quieres hacerlo mientras mejoras tu pronunciación y vocabulario?
¿Y usando materiales auténticos de Gringolandia como la base?

Si es así... Hago una presentación gratis en ZOOM de cómo lo hago en mis clases grupales de 9 estudiantes.

En la presentación aprenderás:
-Cómo aprendes la pronunciación con una historia chistosa
-Cómo cada clase es conversacional sin serlo
-Cómo aprendes la gramática sin clases de gramática

Clase de prueba GRATIS el jueves (21 de noviembre) para los PRE-INTERMEDIOS e INTERMEDIOS interesados en conocer la metodología que he usado con más de 500 estudiantes de América Latina para guiarlos hacia la fluidez.

¿Cuánto dura?
⏳90 minutos

¿A qué hora?
Las 5:30pm Ciudad de México/América Central
Las 6:30pm Colombia/Ecuador/Perú/Panamá/Nueva York/Toronto/Miami
Las 7:30 Venezuela
Las 8:30pm Argentina/Chile

¿Si no puedes asistir?
Te mando la grabación.

No pierdas la oportunidad para conocer una metodología diseñada PARA TI.

✍️ Inscríbete aquí copiando y pegando en tu browser: https://profekyle.com/group-test-class/",2024-11-19 18:56:29,profekyle,-,Image,0,Profesor hay un mínimo de edad para la clase ?,7,2,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3490699972146842624,"Pronuncia DOCUMENTARY como gringo

#inglesamericano #pronunciacion #aprendeingles #profekyle",2024-10-31 03:06:53,profekyle,-,Video,clips,Super profe estoy feliz con la pronunciación,275,6,7725,2525,83.94,inglesamericano,pronunciacion,aprendeingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3490504630959621417,"¿Has escuchado de INPUT COMPRENSIBLE de influencers en las redes sociales?

¿Quieres ver cómo funciona en una clase real?

El 31 de octubre en la tarde (el jueves) es tu oportunidad.

Inscríbete en una clase de prueba gratis en la cual verás una historia diseñada para acelerar tu aprendizaje de inglés.

En esta clase verás cómo:

— aprendes vocabulario más rápido
— aprendes la pronunciación más rápido
— aprendes la gramática más rápido

Las clase será a las:
*7pm (México)
*8pm (Colombia, Ecuador, Perú, Panamá)
*9pm (New York, Miami, Venezuela)
*10pm (Chile, Argentina)

Inscripción abierta aquí: https://www.profekyle.com/story-test-class/",2024-10-30 20:36:39,profekyle,-,Image,0,,23,0,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3489857876135358489,"Pronuncia EXPERIENCE como es inglés NO español

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-29 23:15:01,profekyle,-,Video,clips,"Profe you are the best teacher!
Muchas Gracias.",307,7,8427,3099,72.12,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3494203355132488406,"Se pronuncian igual 

#pronunciacion #inglesamericano #aprendeingles #profekyle",2024-11-04 23:12:35,profekyle,-,Video,clips,,464,26,11622,4436,70.008,pronunciacion,inglesamericano,aprendeingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3484033449258874991,"¿Pronuncias bien THIRD o dices popó en inglés?

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-21 22:21:13,profekyle,-,Video,clips,Súper bueno profe,533,17,12125,5225,79.97,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3481291441567069022,"¿Quieres decir SOGA en vez de NOTICIA en inglés? 

¿No?

Hay que aprender la Z entonces.

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-18 03:34:13,profekyle,-,Video,clips,"Mi profesor dice que eso son diferencias muy poco importantes, pero yo no le hago caso",703,32,11788,4654,79.018,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3484908060336739885,"¿Diferencias bien las pronunciaciones de WASH y WATCH?

#inglesamericano #pronunciacion #aprenderingles #profekyle",2024-10-23 03:18:32,profekyle,-,Video,clips,,430,17,8615,3909,87.866,inglesamericano,pronunciacion,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3479117346603827422,"Aaí se pronuncia GAME OF THRONES en inglés americano 

#pronunciacion #inglesamericano #aprendeingles #profekyle",2024-10-15 03:33:03,profekyle,-,Video,clips,fue difícil para lograrlo,649,25,15976,5619,73.607,pronunciacion,inglesamericano,aprendeingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3479833957684888479,"Así pronunciamos BUSY (ocupado) en inglés americano

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-16 03:16:31,profekyle,-,Video,clips,True Beauty ☺️,318,10,6742,2583,45.395,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3480569963197440257,"¿Hay una diferencia entre la pronunciación de CALLED y COLD?

#pronunciacion #aprenderingles #profekyle #inglesamericano",2024-10-17 03:39:01,profekyle,-,Video,clips,Yes,1030,22,19066,8927,58.421,pronunciacion,aprenderingles,profekyle,inglesamericano,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3477484408644272280,"¿Quieres superar todos tu problemas con la pronunciación en 1 mes?

Ahora es tu oportunidad.

Solo tengo 1 cupo más en mi programa intensivo de pronunciación de Zoom que comienza el lunes (14 de octubre)

Si quieres más información, visita https://www.profekyle.com/programa-intensivo-de-pronunciacion/",2024-10-12 21:27:47,profekyle,-,Image,0,Genial! Cómo obtengo más información ?,19,2,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3478686399693414346,"https://profekyle.com/programa-intensivo-de-pronunciacion/

Mi proceso de escuchar bien español duró 4 años.

Y eso es sin hablar de pronunciación.

Durante la pandemia tomé docenas de clases semanales a lo largo de 2 años con una profesora de reducción de acento de la Ciudad de México para quitar mi ritmo borracho de gringo.

Estaba harto de recibir el comentario de, “¿estás borracho?” en mis videos de Youtube. 

No sé cuánto pagué. No sé si quiero saber.

Las clases particulares no son baratas.

Por ejemplo, clases particulares con un profesor de reducción de acento en inglés en Italki cuesta $50usd por hora.

16 clases con ellos costarían $2500usd.

Uff. Eso duele el bolsillo.

Todo ese dinero para superar unos problemas con la pronunciación de inglés.

Si eres como yo, vas a difundir esos gastos sobre meses para no pagar todo a la vez. Eso a pesar de que sería más fácil superar nuestros problemas con la pronunciación en corto tiempo.

O hay personas que no quieren invertir nada en su educación y solo ven videos sin rumbo para aprender la pronunciación.

Terminan confundidas porque dependen de muchos profesores con opiniones diferentes de la pronunciación. Y no reciben retroalimentación para saber si van bien o no.

Una buena opción sería:
-No pagar $2500usd
-Dominar la pronunciación en corto tiempo
-Seguir una metodología con rumbo
-Aprender la verdadera inglés de los gringos

Ideal, ¿no?

Estoy de acuerdo.

Ojalá que algo así existiera en español cuando lo aprendí de 2015-2021.

No habría tenido que pagar tanto y esperar tanto para hablar un español suave.

Y es por eso que he creado mi nuevo programa intensivo de pronunciación. Por solo $147usd recibes:
-16 días de lecciones de video y audio dado por el grupo de Whatsapp
-2 cursos de video y audio de la pronunciación con acceso por vida

Sí, se agotaron los cupos para el programa de Zoom de las que hablé ayer. Ahora solo tengo 9 cupos disponibles en el programa de Whatsapp.

El precio sigue siendo mucho menos de los $2500 que pagarías con clases particulares de pronunciación. Solo $147usd.

Para más información, visita profekyle.com/programa-intensivo-de-pronunciacion/",2024-10-14 13:15:56,profekyle,-,Image,0,,10,0,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3473770771162647567,"Un recordatorio que LA SEMANA DE LA BOCA GRINGA comienza en 5 horas.

Si tenías planeado inscribirte y aún no lo has hecho, es tu última oportunidad. Aquí puedes hacerlo: profekyle.com/workshop-ig

Haré 3 talleres hoy, mañana y el miércoles:

7 de octubre: Los 3 sonidos más importantes del inglés gringo y cómo se pronuncian
8 de octubre: 3 formas en las que hacemos sonar una oración como una palabra
9 de octubre: Las mejores técnicas para superar los obstáculos de la pronunciación/las mejores tácticas para hacer la pronunciación parte de tu ser

Si no puedes asistir a la hora de: 
5:30 de la tarde (hora de México/Centro América)
6:30 de la tarde (hora de Colombia/Ecuador/Panamá/Perú)
7:30 de la tarde (hora de Nueva York/Miami/Venezuela)
8:30 de la tarde (hora de Chile/Argentina)

Grabaré los 3 talleres y mandarte los enlaces el día después.

El miércoles anunciaré el programa intensivo de pronunciación que tendrá cupos limitados. Si quieres un cupo y un descuento, te aconsejo que te inscribas a los talleres.

Cualquier duda, comenta abajo.",2024-10-07 18:29:27,profekyle,-,Image,0,Ojala lo repitas a fines de Noviembre,14,1,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3468645348963297679,"7-9 de octubre

3 talleres gratis de 90 minutos cada uno

Inscripción abierta el 2 de octubre

¿Dudas?

✍️Déjame saberlas en los comentarios para que estés claro

#pronunciaciondeingles #inglesamericano #aprenderingles",2024-09-30 16:46:09,profekyle,-,Image,0,No las he visto! Lo intentaré buscar gracias,59,10,0,0,0.0,pronunciaciondeingles,inglesamericano,aprenderingles,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3473198719921988355,"24 horas para reservar tu cupo para LA SEMANA DE LA BOCA GRINGA: profekyle.com/workshop-ig

Hace 3 años (durante la pandemia), conocí a una seguidora. No recuerdo toda la historia pero creo que me mandó una nota de voz por Whatsapp.

No respondo a todos los mensajes que recibo porque me volvería loco. No soy famoso pero hay personas que aprovechan que mi información de contacto es pública.

Pero le respondí porque su inglés era tan bueno.

Le pregunté cómo ella había conseguido un acento tan neutro.

Si la hubieras escuchado, habrías dicho que ella había pasado 3 años en Gringolandia durante su adolescencia.

Pero no.

Su respuesta me sorprendió y no me sorprendió.

¿Cómo?

Porque ella nunca había conocido Gringolandia.

De hecho, nunca había salido de su país (Ecuador).

Celeste (la mujer) había aprendido inglés sola en casa.

¿Su secreto?

Viendo un montón de contenido gringo y copiando lo ella escuchó.

Por eso no me sorprendió.

Te digo constantemente que si quieres dominar la pronunciación del inglés, necesitas escucharlo.

Me sorprendió porque Celeste era una de los primeros latinos que siguió este consejo.

Le pidió que grabara un video para mí hablando en inglés sobre cómo ella consiguió su increíble acento.

Ella lo hizo.

¿Quieres verlo?

Voy a revelarlo en el tercer taller que hago el miércoles con mis estudiantes.

¿Aún no reservaste tu cupo?

Hazlo aquí: profekyle.com/workshop-ig

Los talleres comenzarán a las 7:30 de la tarde (hora de Nueva York/Miami/Venezuela) los 3 días. Sería a las 6:30 para Colombia/Peru/Ecuador/Panamá. Sería a las 5:30 para Mexico y Centro América. Sería a las 8:30 para Argentina/Chile.

Los talleres duraron más o menos 90 minutos.
Haremos los talleres en Zoom o una aplicación de webinar.

¿Qué pasa después de inscribirte?
Vas a recibir un email con un enlace para el grupo de Whatsapp donde recibirás los enlaces para los webinars.

Cierro la inscripción mañana (7 de octubre).

¿Qué pasa si no puedes asistir un taller?
No pasa nada. Voy a grabarlos y puedes ver la grabación cuando tienes el tiempo.

Cualquier duda, mándame un mensaje.

#pronunciacion #inglesamericano #aprenderingles",2024-10-06 23:32:53,profekyle,-,Sidecar,0,Tercer taller,46,2,0,0,0.0,pronunciacion,inglesamericano,aprenderingles,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3470807408882521495,"La inscripción está abierta y TIENES 4 DÍAS para reservar tu cupo https://www.profekyle.com/workshop-ig/

Si estás indeciso sobre unirte a la Semana De La Boca Gringa, estoy seguro que quieres saber más sobre lo que vamos a aprender.

 ⏱El primer taller gratis será el siguiente lunes a las 7:30 de la tarde (hora de Nueva York/Miami/).

 En este taller voy a enfocarme en enseñarte los 3 sonidos más importantes para hablar inglés fluido.

 Cuando digo fluido, me refiero a hablar con un ritmo más nativo. Un ritmo que los gringos entienden de una.

 Elegí estos 3 sonidos basado en mi 8 años enseñando la pronunciación exclusivamente a los hispanohablantes de América Latina.

 Dominando estos 3 sonidos también nivelar tu escucha.

 ¿Por qué?

 Porque muchos latinos no escuchan bien a los gringos porque no saben que usan estos sonidos. Al aprenderlos, es como si sus oídos se abren más.

 Si buscas una forma de mejorar tu escucha junto con tu pronunciación, este taller será de gran ayuda.

 Para inscribirte, copia y pega el enlace arriba en tu browser

 Al inscribirte, recibirás un email con el enlace para el grupo de Whatsapp donde recibirás los enlaces para los talleres.",2024-10-03 16:21:47,profekyle,-,Sidecar,0,Lunes*,195,11,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3470049441165113287,"La inscripción ya está abierta

Copia y pega este enlace en tu browser para reservar tu cupo para los 3 talleres de la semana de la boca gringa.

https://www.profekyle.com/workshop-ig/

Si estás desactualizado, hago algo especial del 7-9 de octubre. 3 talleres:
1️⃣ 7 de octubre: Los 3 sonidos más difíciles del inglés gringo y cómo se pronuncian
2️⃣ 8 de octubre: 3 formas en las que hacemos sonar una oración como una palabra
3️⃣ 9 de octubre: Las mejores técnicas para superar los obstáculos de la pronunciación/las mejores tácticas para hacer la pronunciación parte de tu ser

Son gratis y diseñados para pre-intermedios o intermedios que luchan con la pronunciación de inglés.

Entonces si gringos no te entienden cuando hablas inglés o no los entiendes cuando ellos te hablan, estos talleres son para ti.

⏱Los talleres comenzarán a las 7:30 de la tarde (hora de Nueva York/Miami/Venezuela) los 3 días. 
Sería a las 6:30 para Colombia/Peru/Ecuador/Panamá. 
Sería a las 5:30 para Mexico y Centro América. 
Sería a las 8:30 para Argentina/Chile.

⏳Los talleres duraron más o menos 90 minutos.

Haremos los talleres en Zoom o una aplicación de webinar.

¿Qué pasa después de inscribirte?
Vas a recibir un email con un enlace para el grupo de Whatsapp donde recibirás los enlaces para los webinars.

Tienes 5 días para inscribirte. Después de eso, cierro la inscripción.

¿Qué pasa si no puedes asistir un taller?
No pasa nada. Voy a grabarlos y puedes ver la grabación cuando tienes el tiempo.

Cualquier duda, déjala en los comentarios.

#pronunciacion #inglesamericano #aprenderingles #clasesdeingles",2024-10-02 15:15:50,profekyle,-,Image,0,Hola por favor coloque el precio para cada curso .para poder establecerme financiera y económicamente .,15,2,0,0,0.0,pronunciacion,inglesamericano,aprenderingles,clasesdeingles,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3471061499727334933,"A ver si escuchas la diferencia entre la U corta y la A corta del inglés americano

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-04 00:56:33,profekyle,-,Video,clips,Hay diferencia entre but y butt ?,900,24,13851,5515,51.548,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3469347470918855700,"Abro la inscripción para la SEMANA DE LA BOCA GRINGA mañana (2 de octubre)

‍♂️‍♀️Estos 3 talleres gratis del 7-9 de octubre serán para los con un nivel pre-intermedio hasta intermedio que están luchando con la pronunciación de inglés. Específicamente las personas que aprenden inglés para comunicarse con los gringos.

Si te describe, estos talleres son para ti.

⏱Los talleres comenzarán a las 7:30 de la tarde (hora de Nueva York/Miami/Venezuela) los 3 días. 
Sería a las 6:30 para Colombia/Peru/Ecuador/Panamá. 
Sería a las 5:30 para Mexico y Centro América. 
Sería a las 8:30 para Argentina/Chile.

⏳Los talleres duraron más o menos 90 minutos.

¿Por qué hago estos talleres?

Soy bueno enseñando y particularmente la pronunciación gringa. Puede ser la razón por la que me encontraste en las redes sociales. 

Durante los últimos 8 años he ayudado más de 500 estudiantes a mejorar su pronunciación. Mis estudiantes han usado sus nuevos poderes de pronunciaición para mejorar su situación laboral o personal.

Muchas personas ven los videos en las redes sociales pero nunca experimentan la enseñanza completa.

Así que es tu oportunidad experimentar lo que mis estudiantes experimentan en mis clases y cursos.

Si amas lo que enseño y lo que aprendes en los talleres, te presentaré un nuevo programa que haré. Este programa será un mes intensivo de pronunciación para darte los resultados más rápidos posibles en cuanto a la pronunciación. Lo presentaré al final del último taller gratis.

Otra vez, si tienes dudas, comenta abajo. ✍

Es muy posible que otros tengan las mismas dudas.

Mañana publico el enlace para inscribirte.

Que estés pendiente.

-Profe Kyle",2024-10-01 16:01:09,profekyle,-,Image,0,Where is the link,33,4,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3469645631394198411,"¿Dices APPRECIATE bien en inglés?

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-02 02:05:21,profekyle,-,Video,clips,ƏpRi:shyeir it.,1245,43,19490,8252,80.781,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3470416837825861583,"Así se pronuncia AWKWARDLY en inglés gringo

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-03 03:33:35,profekyle,-,Video,clips,,616,23,13037,5860,68.035,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3465920364390459340,"¿DON/DAWN se pronuncian igual a DONE?

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-09-26 22:36:53,profekyle,-,Video,clips,Yes,230,12,5973,2245,46.021,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3471577586277552446,"Faltan 2 días para inscribirte para LA SEMANA DE LA BOCA GRINGA: https://www.profekyle.com/workshop-ig/

Si estás indeciso sobre unirte, estoy seguro que quieres saber más sobre lo que vamos a aprender.

Ayer te conté sobre lo que vamos a aprender en el primer taller.

En el segundo taller el martes voy a mostrarte cómo hacemos que una oración suene a una palabra gigante. Sí, cómo unimos las palabras.

Entonces si notas que hablas con pausitas que impiden tus conversaciones en inglés, este taller va a revelarte mucho.

Porque pronunciar todos los sonidos de inglés a la perfección está bien. Pero si no tienes flow, te falta mucho en tu hablar.

¿Las latinas aman bailar con un hombre que cuenta los pasos en voz alta?

En mi experiencia, me miran raro. 

Es la misma experiencia cuando hablaba español palabra por palabra hace 10 años. No quiero que pases por lo mismo.

✍️Si quieres inscirbirte, aquí está el enlace: https://www.profekyle.com/workshop-ig/",2024-10-04 17:51:59,profekyle,-,Sidecar,0,,77,0,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3464534092501502268,"¿Pronuncias WHAT IS HE DOING al estilo gringo?

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-09-25 00:48:44,profekyle,-,Video,clips,Gracias,626,21,12667,5015,74.933,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3468872856057170769,"¿Sabes cómo pronunciar el sufijo -OUS en inglés americano?

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-01 00:22:31,profekyle,-,Video,clips,,1254,67,21333,6566,31.556,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3454370507007783606,"Así pronunciamos INAPPROPRIATE en inglés americano

#pronunciacion #inglesamericano #aprendeingles #profekyle",2024-09-11 00:18:17,profekyle,-,Video,clips,Gracias teacher! Eres el mejor,265,9,5546,2182,84.172,pronunciacion,inglesamericano,aprendeingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3460173609103338592,"DANIEL y DANIELLE no se pronuncian igual 

#pronunciacion #inglesamericano #aprendeingles #profekyle",2024-09-19 00:18:51,profekyle,-,Video,clips,My daughter is Danielle,212,15,7012,2600,30.023,pronunciacion,inglesamericano,aprendeingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3450029130140688852,"Aquí está la diferencia entre CLOUT y CLOUD en inglés americano

#pronunciacion #inglesamericano #aprenderingles #idiomas",2024-09-05 00:27:04,profekyle,-,Video,clips,Thank you!!! Your videos are amazing!!!❤️❤️❤️❤️❤️,286,7,7135,2963,51.013,pronunciacion,inglesamericano,aprenderingles,idiomas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3455102890459893223,"Así decimos GARAGE en inglés americano

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-09-12 00:27:58,profekyle,-,Video,clips,Saludos.  Puedes ayudar enseñando cómo se pronuncia SHIN (espinilla). Lo he intentado pero que difícil,453,10,10566,4485,72.562,pronunciacion,inglesamericano,aprenderingles,profekyle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3464373063679147784,"¿Eres pre-intermedio o intermedio que quiere mejorar sus habilidades para hablar inglés?

¿Quieres hacerlo mientras mejoras tu pronunciación y vocabulario?

¿Y usando materiales auténticos de Gringolandia como la base?

Si es así... Hago una presentación gratis en ZOOM de cómo lo hago en mis clases grupales.

Aprenderás:
-Cómo enseño la pronunciación con una historia chistosa
-Cómo cada clase es conversacional sin serlo
-Cómo aprendes la gramática sin clases de gramática

Clase de prueba GRATIS el jueves (26 de septiembre)
Reserva tu cupo aquí https://profekyle.com/group-test-class/

Clase de prueba GRATIS el jueves (26 de septiembre) para los PRE-INTERMEDIOS e INTERMEDIOS interesados en conocer la metodología que uso en mis clases grupales.

⏳90 minutos

Las 5:30pm Ciudad de México/América Central
Las 6:30pm Colombia/Ecuador/Perú/Panamá
Las 7:30 Venezuela/Nueva York/Toronto/Miami
Las 8:30pm Argentina/Chile",2024-09-24 19:17:53,profekyle,-,Image,0,Cuando será el siguiente?,102,6,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
