id,caption,timestamp,type,productType,firstComment,likesCount,commentsCount,videoPlayCount,videoViewCount,videoDuration,word_length,tokens,Sentiment_Score
3.499987514754218e+18,"Este consejo me lo dio una profe y me pareció maravilloso y algo que, aunque nunca he hecho, sin duda alguna voy a empezar a aplicar pues me parece maravilloso darle esta oportunidad a mis estudiantes",2024-11-12 22:37:26,Image,0,,959,29,0,0,0.0,36,"['Este', 'consejo', 'dio', 'profe', 'pareció', 'maravilloso', ',', 'aunque', 'nunca', 'hecho', ',', 'duda', 'alguna', 'voy', 'empezar', 'aplicar', 'pues', 'parece', 'maravilloso', 'darle', 'oportunidad', 'estudiantes']",0.0
3.494928516724115e+18,"#humordocente pero… ¿les gustaría que compartiera un banco de ideas para la redacción de los observadores/descriptivos de los estudiantes?

¡Quedo atenta!",2024-11-05 23:06:07,Sidecar,0,@karen_antoff acabo de compartir el listado en mi canal de difusión (es gratuito) Puedes unirte yendo a mi perfil y se ve así  A Traveler Teacher. Allí verás el archivo,1581,122,0,0,0.0,21,"['#humordocente', '…', '¿', 'gustaría', 'compartiera', 'banco', 'ideas', 'redacción', 'observadores', '/', 'descriptivos', 'estudiantes', '?', '¡', 'Quedo', 'atenta', '!']",0.0
3.489230037179434e+18,"Mi vida como profe:

1. Comencé a irme en bici al colegio 
2. Como vivo en la ciudad de la eterna primavera por supuesto que el primer día que me fui en bici me tocó una tormenta 
3. Descubrí un lugarcito encantador en el centro 
4. Terminé un curso de creación de materiales y comencé otro de AI ‍‍‍
5. Hice un picnic de escritura creativa con mis estudiantes (lo amaron ♥️♥️♥️)
6. Una compañera de tercero me pidió si le podía mostrar las representaciones de cadenas alimenticias que hicieron mis estudiante. Se me ocurrió la@idea de hacer un paseo por galería así que salimos al corredor, cada una con su representación y las estudiantes de los otros salones nos visitaron. Mis estudiantes explicaron su cadena alimenticia por ahí 20 veces y no creían en nadie 
6. Visitamos el jardín botánico como parte de nuestro proyecto de ciencias 
7. Estuve muy agripada así que no pude ir a bordar donde mi mamá como todos los jueves… pero bordé un poquito en la casa 
8. Nos visitó la universidad San Buenaventura para enseñarnos a medir e identificar árboles y todas (incluidas las profes de tercero) aprendimos lo que es la biomasa y cómo medirla y eso no dejó 
9. Tuve la última mentoria de la certificación en innovación y desarrollo sostenible que estoy haciendo con @learningbyhelping y @unesco_es ¡No puedo creer que ya este viernes entrego el proyecto!
10. Fui feliz en acro ‍♂️‍♂️‍♂️ 
11. Disfruté de mi Charlotte 
12. Me comí el postre más delicioso del mundo (aunque si hubiera sabido lo que iba a caminar al otro día - me lo hubiera comido todo yo sola )
13. Subí una montaña increíble",2024-10-29 02:24:15,Sidecar,0,@rafa_orozco_ds,146,7,0,0,0.0,283,"['Mi', 'vida', 'profe', ':', '1', '.', 'Comencé', 'irme', 'bici', 'colegio', '2', '.', 'Como', 'vivo', 'ciudad', 'eterna', 'primavera', 'supuesto', 'primer', 'día', 'bici', 'tocó', 'tormenta', '3', '.', 'Descubrí', 'lugarcito', 'encantador', 'centro', '4', '.', 'Terminé', 'curso', 'creación', 'materiales', 'comencé', 'AI', ' \u200d\u200d', '\u200d', '5', '.', 'Hice', 'picnic', 'escritura', 'creativa', 'estudiantes', '(', 'amaron', '♥', '️', '♥', '️', '♥', '️', ')', '6', '.', 'Una', 'compañera', 'tercero', 'pidió', 'si', 'podía', 'mostrar', 'representaciones', 'cadenas', 'alimenticias', 'hicieron', 'estudiante', '.', 'Se', 'ocurrió', '@idea', 'hacer', 'paseo', 'galería', 'así', 'salimos', 'corredor', ',', 'cada', 'representación', 'estudiantes', 'salones', 'visitaron', '.', 'Mis', 'estudiantes', 'explicaron', 'cadena', 'alimenticia', 'ahí', '20', 'veces', 'creían', 'nadie', '6', '.', 'Visitamos', 'jardín', 'botánico', 'parte', 'proyecto', 'ciencias', '7', '.', 'Estuve', 'agripada', 'así', 'pude', 'ir', 'bordar', 'mamá', 'jueves', '…', 'bordé', 'poquito', 'casa', '8', '.', 'Nos', 'visitó', 'universidad', 'San', 'Buenaventura', 'enseñarnos', 'medir', 'identificar', 'árboles', 'todas', '(', 'incluidas', 'profes', 'tercero', ')', 'aprendimos', 'biomasa', 'cómo', 'medirla', 'dejó', '9', '.', 'Tuve', 'última', 'mentoria', 'certificación', 'innovación', 'desarrollo', 'sostenible', 'haciendo', '@learningbyhelping', '@unesco_es', '¡', 'No', 'puedo', 'creer', 'viernes', 'entrego', 'proyecto', '!', '10', '.', 'Fui', 'feliz', 'acro', ' \u200d♂', '️\u200d♂', '️\u200d♂', '️', '11', '.', 'Disfruté', 'Charlotte', '12', '.', 'Me', 'comí', 'postre', 'delicioso', 'mundo', '(', 'aunque', 'si', 'sabido', 'iba', 'caminar', 'día', '-', 'comido', 'sola', ')', '13', '.', 'Subí', 'montaña', 'increíble']",0.0
3.495744180665507e+18,"¿Quién se identifica? Cuando creo que lo he logrado caigo en cuenta que X no se puede sentar con Y, que a Z la senté atrás y debe estar cerca del tablero y que W no ve porque le tapa V 

Me inspiré en una publicación de @sweetnsauerfirsties",2024-11-07 02:06:41,Image,0,,134,0,0,0,0.0,48,"['¿', 'Quién', 'identifica', '?', 'Cuando', 'creo', 'logrado', 'caigo', 'cuenta', 'X', 'puede', 'sentar', 'Y', ',', 'Z', 'senté', 'atrás', 'debe', 'cerca', 'tablero', 'W', 've', 'tapa', 'V', 'Me', 'inspiré', 'publicación', '@sweetnsauerfirsties']",0.0
3.4926006979609953e+18,"Vi una publicación de este estilo en la cuenta de @encuquitos y quise crear una versión de profes ‍

Yo no estoy terminando el año escolar, pero para muchos de ustedes que sí 

¡Y algunas frasesitas que nos aplican a todos!

¡Muchos éxitos en el cierre de año, profes!",2024-11-02 18:01:09,Sidecar,0,N de Necesito que sea Navidad,927,20,0,0,0.0,49,"['Vi', 'publicación', 'estilo', 'cuenta', '@encuquitos', 'quise', 'crear', 'versión', 'profes', '\u200d', 'Yo', 'terminando', 'año', 'escolar', ',', 'ustedes', '¡', 'Y', 'frasesitas', 'aplican', '!', '¡', 'Muchos', 'éxitos', 'cierre', 'año', ',', 'profes', '!']",0.0
3.4912767998101837e+18,"#1 Ibanasca o Dulima fue una líder y chamán de un grupo de indígenas de la zona del Cañón del Río Combeima (Tolima, Colombia ) que defendió heroicamente el territorio, las costumbres ancestrales, las tradiciones, la cultura y la cosmología de su pueblo.

Alrededor de 1550 llegaron al territorio pijao las tropas del colonizador Andrés López de Galarza. Los españoles pensaban que en las proximidades del volcán Machín existía un centro de adoración al sol y la luna donde había tesoros que eran custodiado por Ibanasca. 

Atacaron el templo de Dulima, ella fue tomada prisionera y conducida a Ibagué, juzgada por hechicera y sentenciada a morir en la hoguera. 

Dice la leyenda, que para su tribu, ella no fue quemada sino que un enviado del Dios Fuego la cubrió para purificarla y que su espíritu se convirtió en la Diosa de las Nieves que habita las profundidades del Nevado del Tolima.

#2 Esta escultura se encuentra en Ibagué. Fue elaborada en bronce por el maestro Enrique Saldaña en 1996 en honor a la líder indígena, protectora medicinal y guía espiritual de los Dulimas con la intención de plasmar de manera simbólica su inmortalidad y honrarla por la resistencia que tuvo para proteger su cultura, identidad y tradiciones.

#3 Actualmente el Nevado del Tolima, también conocido como Dulima, ha perdido la mayor parte de su glaciar debido al cambio climático. Hace poco vi un video de un senderista que lo subió y esto le causó gran tristeza. Su guía le dijo: 

“Dulima nunca muere, solo se transforma. Ella siempre va a estar con nosotros y algún día volverás a verla en el mar.“

Foto del Nevado del Tolima por @fredylopezp 

Este es un disfraz muy significativo para mí ♥️",2024-10-31 22:10:48,Sidecar,0,Hermosa siempre❤️❤️,84,3,0,0,0.0,288,"['#', '1', 'Ibanasca', 'Dulima', 'líder', 'chamán', 'grupo', 'indígenas', 'zona', 'Cañón', 'Río', 'Combeima', '(', 'Tolima', ',', 'Colombia', ')', 'defendió', 'heroicamente', 'territorio', ',', 'costumbres', 'ancestrales', ',', 'tradiciones', ',', 'cultura', 'cosmología', 'pueblo', '.', 'Alrededor', '1550', 'llegaron', 'territorio', 'pijao', 'tropas', 'colonizador', 'Andrés', 'López', 'Galarza', '.', 'Los', 'españoles', 'pensaban', 'proximidades', 'volcán', 'Machín', 'existía', 'centro', 'adoración', 'sol', 'luna', 'tesoros', 'custodiado', 'Ibanasca', '.', 'Atacaron', 'templo', 'Dulima', ',', 'tomada', 'prisionera', 'conducida', 'Ibagué', ',', 'juzgada', 'hechicera', 'sentenciada', 'morir', 'hoguera', '.', 'Dice', 'leyenda', ',', 'tribu', ',', 'quemada', 'sino', 'enviado', 'Dios', 'Fuego', 'cubrió', 'purificarla', 'espíritu', 'convirtió', 'Diosa', 'Nieves', 'habita', 'profundidades', 'Nevado', 'Tolima', '.', '#', '2', 'Esta', 'escultura', 'encuentra', 'Ibagué', '.', 'Fue', 'elaborada', 'bronce', 'maestro', 'Enrique', 'Saldaña', '1996', 'honor', 'líder', 'indígena', ',', 'protectora', 'medicinal', 'guía', 'espiritual', 'Dulimas', 'intención', 'plasmar', 'manera', 'simbólica', 'inmortalidad', 'honrarla', 'resistencia', 'proteger', 'cultura', ',', 'identidad', 'tradiciones', '.', '#', '3', 'Actualmente', 'Nevado', 'Tolima', ',', 'conocido', 'Dulima', ',', 'perdido', 'mayor', 'parte', 'glaciar', 'debido', 'cambio', 'climático', '.', 'Hace', 'vi', 'video', 'senderista', 'subió', 'causó', 'gran', 'tristeza', '.', 'Su', 'guía', 'dijo', ':', '“', 'Dulima', 'nunca', 'muere', ',', 'solo', 'transforma', '.', 'Ella', 'siempre', 'va', 'algún', 'día', 'volverás', 'verla', 'mar', '.', '“', 'Foto', 'Nevado', 'Tolima', '@fredylopezp', 'Este', 'disfraz', 'significativo', '♥', '️']",0.0
3.495662892613246e+18,"¡Un fin de semana mágico!

2. Viajar viendo las montañas de mi tierra que no me dejan de quitar el aliento 
3. Estadía en una finquita de ensueño @donjuliorganizacion 
4, 5, 6, 7, 8 Visita a los termales más hermosos en los que he estado @termalessanvicente piscinas termales, casitas de vapor natural, río termal , todo en el medio de un parque natural y rodeado de un hermoso bosque
9. Puebliar
10. Cervecerías 
11. Comida deliciosa
12. Muchos cafés y muchos postres 
13. Tú

Gracias",2024-11-06 23:25:11,Sidecar,0,Hermoso,77,2,0,0,0.0,85,"['¡', 'Un', 'fin', 'semana', 'mágico', '!', '2', '.', 'Viajar', 'viendo', 'montañas', 'tierra', 'dejan', 'quitar', 'aliento', '3', '.', 'Estadía', 'finquita', 'ensueño', '@donjuliorganizacion', '4', ',', '5', ',', '6', ',', '7', ',', '8', 'Visita', 'termales', 'hermosos', '@termalessanvicente', 'piscinas', 'termales', ',', 'casitas', 'vapor', 'natural', ',', 'río', 'termal', ',', 'medio', 'parque', 'natural', 'rodeado', 'hermoso', 'bosque', '9', '.', 'Puebliar', '10', '.', 'Cervecerías', '11', '.', 'Comida', 'deliciosa', '12', '.', 'Muchos', 'cafés', 'postres', '13', '.', 'Tú', 'Gracias']",0.1
3.495712849969785e+18,-,2024-11-07 01:04:27,Sidecar,0,"Siempre tus post en momentos relevantes de mi vida laboral, saludos!!",100,6,0,0,0.0,1,['-'],0.0
3.489904419229074e+18,"¿Cuáles son tus verdaderos sustos como profe?

Quizá nos da para el volumen 2 ó 3 de esta publicación",2024-10-30 00:44:08,Sidecar,0,Nunca pueden observarte sin ser antes notificado por autoridad competente.,5960,126,0,0,0.0,19,"['¿', 'Cuáles', 'verdaderos', 'sustos', 'profe', '?', 'Quizá', 'da', 'volumen', '2', 'ó', '3', 'publicación']",0.0
3.4862101543890683e+18,¿Qué le añadirías? ¿Qué más necesitan nuestros estudiantes?,2024-10-24 22:24:17,Sidecar,0,"Me encanta la publicación y las palabras❤️, pero desgraciadamente, yo vivo una realidad donde la profe que ellos necesitan está supeditada a las órdenes del Equipo directivo de turno",7948,57,0,0,0.0,8,"['¿', 'Qué', 'añadirías', '?', '¿', 'Qué', 'necesitan', 'estudiantes', '?']",0.0
3.485443065965767e+18,"Feliz de seguir aprendiendo para ser cada vez mejor profe y para que mis clases sean cada vez más emocionantes, interesantes y divertidas para mis estudiantes 

En este curso aprendí a diseñar:

 Rompecabezas misteriosos
Paseos de galerías interactivos: fuentes primarias, causa y efecto, punto de vista, vocabulario 
 Salas de escape usando texto o tarjetas de tareas que usan anagramas, acertijos, cuadrados de Polibio, alfabeto de Atbash, decodificadores y más. 
‍☠️ Búsquedas del tesoro 
 Laberintos y más",2024-10-23 21:00:13,Image,0,,61,3,0,0,0.0,76,"['Feliz', 'seguir', 'aprendiendo', 'ser', 'cada', 'vez', 'mejor', 'profe', 'clases', 'cada', 'vez', 'emocionantes', ',', 'interesantes', 'divertidas', 'estudiantes', 'En', 'curso', 'aprendí', 'diseñar', ':', 'Rompecabezas', 'misteriosos', 'Paseos', 'galerías', 'interactivos', ':', 'fuentes', 'primarias', ',', 'causa', 'efecto', ',', 'punto', 'vista', ',', 'vocabulario', 'Salas', 'escape', 'usando', 'texto', 'tarjetas', 'tareas', 'usan', 'anagramas', ',', 'acertijos', ',', 'cuadrados', 'Polibio', ',', 'alfabeto', 'Atbash', ',', 'decodificadores', '.', '\u200d', '☠', '️', 'Búsquedas', 'tesoro', 'Laberintos']",0.0
3.484768045627063e+18,"Estoy trabajando con mis estudiantes la organización y planificación. Así que todos los días en el espacio de dirección de grupo, revisamos el horario y sacamos del locker todos los cuadernos y materiales que vamos a necesitar durante el día. 

Esto para que no se estén poniendo de pie entre clases, pues se quedan conversando, se dispersan y pierdo mucho tiempo volviéndolas a organizar. 

En un cambio de clase algunas estudiantes se pusieron de pie para ir al locker. Les he compartido que cuando veo esto, no suelo corregir en el momento sino que lo dejo para dirección de grupo para analizar por qué está pasando y cómo podemos mejorar. Pero perdí la paciencia y la verdad “eché cantaleta”.

Después me sentí mal porque tanto que predico por aquí y después voy a hacer eso en mi clase 

Eso me hizo reflexionar en todas las equivocaciones que tengo en el día a día. Y en que aún así soy una buena profe. Me esfuerzo por dar lo mejor de mí. Me esfuerzo por perdonarme cuando me equivoco (algunos errores me dan más duro que otros) y pido disculpas. 

¿En qué te equivocas tú como profe? Y por favor termina: ¡Y aún así soy un/a buen/a profe! Pues todo lo que hacemos, con errores incluidos, es extraordinario",2024-10-22 22:39:04,Sidecar,0,Gracias,3673,132,0,0,0.0,216,"['Estoy', 'trabajando', 'estudiantes', 'organización', 'planificación', '.', 'Así', 'días', 'espacio', 'dirección', 'grupo', ',', 'revisamos', 'horario', 'sacamos', 'locker', 'cuadernos', 'materiales', 'vamos', 'necesitar', 'día', '.', 'Esto', 'poniendo', 'pie', 'clases', ',', 'pues', 'quedan', 'conversando', ',', 'dispersan', 'pierdo', 'tiempo', 'volviéndolas', 'organizar', '.', 'En', 'cambio', 'clase', 'estudiantes', 'pusieron', 'pie', 'ir', 'locker', '.', 'Les', 'compartido', 'veo', ',', 'suelo', 'corregir', 'momento', 'sino', 'dejo', 'dirección', 'grupo', 'analizar', 'pasando', 'cómo', 'podemos', 'mejorar', '.', 'Pero', 'perdí', 'paciencia', 'verdad', '“', 'eché', 'cantaleta', '”', '.', 'Después', 'sentí', 'mal', 'predico', 'aquí', 'después', 'voy', 'hacer', 'clase', 'Eso', 'hizo', 'reflexionar', 'todas', 'equivocaciones', 'día', 'día', '.', 'Y', 'aún', 'así', 'buena', 'profe', '.', 'Me', 'esfuerzo', 'dar', 'mejor', '.', 'Me', 'esfuerzo', 'perdonarme', 'equivoco', '(', 'errores', 'dan', 'duro', ')', 'pido', 'disculpas', '.', '¿', 'En', 'equivocas', 'profe', '?', 'Y', 'favor', 'termina', ':', '¡', 'Y', 'aún', 'así', '/', 'buen', '/', 'profe', '!', 'Pues', 'hacemos', ',', 'errores', 'incluidos', ',', 'extraordinario']",0.0
3.484779382671302e+18,#selfie en honor al casi único día al año que me arreglo,2024-10-22 23:01:36,Image,0,Que hermosura,137,16,0,0,0.0,12,"['#selfie', 'honor', 'casi', 'único', 'día', 'año', 'arreglo']",0.0
3.4818638127244493e+18,"Pensar fuera de la caja de esta semana. La semana pasada les compartí esta actividad que comencé a hacer con mis estudiantes. 

Fue una prueba pero ya quedó oficializada porque mis estudiantes la amaron. Esta semana cuando les dije que íbamos a contestar la pregunta de Think out of the Box, las hi sonreír y escuché varios: esoooo.

La primera semana escribieron unas frases muy sencillas. Esta semana encontré muchos más argumentos. Esto es algo bueno cuando somos constantes con las actividades. Nuestro/as estudiantes ya las conocen y cada vez las realizan mejor. 

De esto no puedo subir fotos, pero esta semana me encantó que las vi en muchos momento paradas leyendo lo que escribieron sus compañeras y comentándolo con otras amigas. 

¡Éxito rotundo!

¿Y tú qué preferirías?",2024-10-18 22:28:53,Sidecar,0,It was an excellent activity for your students!,195,3,0,0,0.0,128,"['Pensar', 'caja', 'semana', '.', 'La', 'semana', 'pasada', 'compartí', 'actividad', 'comencé', 'hacer', 'estudiantes', '.', 'Fue', 'prueba', 'quedó', 'oficializada', 'estudiantes', 'amaron', '.', 'Esta', 'semana', 'dije', 'íbamos', 'contestar', 'pregunta', 'Think', 'out', 'of', 'the', 'Box', ',', 'hi', 'sonreír', 'escuché', 'varios', ':', 'esoooo', '.', 'La', 'primera', 'semana', 'escribieron', 'unas', 'frases', 'sencillas', '.', 'Esta', 'semana', 'encontré', 'argumentos', '.', 'Esto', 'bueno', 'constantes', 'actividades', '.', 'Nuestro', '/', 'as', 'estudiantes', 'conocen', 'cada', 'vez', 'realizan', 'mejor', '.', 'De', 'puedo', 'subir', 'fotos', ',', 'semana', 'encantó', 'vi', 'momento', 'paradas', 'leyendo', 'escribieron', 'compañeras', 'comentándolo', 'amigas', '.', '¡', 'Éxito', 'rotundo', '!', '¿', 'Y', 'preferirías', '?']",0.0
3.481868700414058e+18,"Río pero lloro 

¿Quién se identifica?",2024-10-18 22:39:09,Video,clips,,14120,178,514615,267856,10.587,6,"['Río', 'lloro', '¿', 'Quién', 'identifica', '?']",0.0
3.4804693703395825e+18,Una reflexiones de hoy.,2024-10-17 00:18:22,Sidecar,0,Cierto! Cuadrados! Por eso me gusta mucho ANOTHER BRICK IN THE WALL!!!  Tanta verdad en esa canción!,987,32,0,0,0.0,4,"['Una', 'reflexiones', 'hoy', '.']",0.0
3.479771225720754e+18,Sí tocamos corazones ♥️♥️♥️,2024-10-16 01:12:07,Video,clips,"Un día fui vestida toda de color negro, mis alumnos pensaron que iba de luto.  Yo noté caras tristes y apesadumbradas,; hasta que alguien se atrevió a preguntarme si se me había muerto alguien. Cuando les dije que no, el alma les regresó al cuerpo . Esos detalles son los que te hacen amar esta profesión.",849,12,23526,11399,59.033,4,"['Sí', 'tocamos', 'corazones', '♥', '️', '♥', '️', '♥', '️']",0.0
3.484094276096518e+18,"¡Amoooo mi salón! ¡Es una alegría extraña la que siento cada que lo veo lleno de todo lo que los estudiantes han trabajado! 

Y se me olvidó algo muy importante. Así tampoco tengo que preocuparme de invertir mi dinero comprando afiches, franjas, decoraciones y demás. No es la más importante porque cuando algo lo amerita y no tengo fondos del colegio lo hago, pero para lo/as que se preocupan porque quieren decorar pero eso es muy caro, esta es la decoración más hermosa ♥️♥️♥️",2024-10-22 00:20:25,Sidecar,0,"excelente, me encanto, gracias por compartir bendiciones!!!",2126,44,0,0,0.0,84,"['¡', 'Amoooo', 'salón', '!', '¡', 'Es', 'alegría', 'extraña', 'siento', 'cada', 'veo', 'lleno', 'estudiantes', 'trabajado', '!', 'Y', 'olvidó', 'importante', '.', 'Así', 'tampoco', 'preocuparme', 'invertir', 'dinero', 'comprando', 'afiches', ',', 'franjas', ',', 'decoraciones', 'demás', '.', 'No', 'importante', 'amerita', 'fondos', 'colegio', 'hago', ',', '/', 'as', 'preocupan', 'quieren', 'decorar', 'caro', ',', 'decoración', 'hermosa', '♥', '️', '♥', '️', '♥', '️']",0.0
3.483237699949559e+18,"¡Qué hermoso mensaje!

Para nosotros y para trabajarlo con nuestros estudiantes en sus momentos de duelo.",2024-10-20 19:59:43,Video,clips,❤️❤️❤️,337,3,7489,2629,90.023,16,"['¡', 'Qué', 'hermoso', 'mensaje', '!', 'Para', 'trabajarlo', 'estudiantes', 'momentos', 'duelo', '.']",0.0
3.4797272586442486e+18,Un fin de semana feliz ♥️♥️♥️,2024-10-15 23:43:56,Sidecar,0,❤️❤️❤️❤️,73,3,0,0,0.0,6,"['Un', 'fin', 'semana', 'feliz', '♥', '️', '♥', '️', '♥', '️']",0.0
