id,caption,timestamp,ownerUsername,locationName,type,productType,firstComment,likesCount,commentsCount,videoPlayCount,videoViewCount,videoDuration,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28,Sentiment_Score,total_seguidores,total_interac,tasa_interac,seguidoresCount_estimado,Interaccion_por_videoduracion,num_hashtags,interaction_per_hashtag,type_Image,type_Sidecar,type_Video
3.485443065965767e+18,"Feliz de seguir aprendiendo para ser cada vez mejor profe y para que mis clases sean cada vez más emocionantes, interesantes y divertidas para mis estudiantes 

En este curso aprendí a diseñar:

 Rompecabezas misteriosos
Paseos de galerías interactivos: fuentes primarias, causa y efecto, punto de vista, vocabulario 
 Salas de escape usando texto o tarjetas de tareas que usan anagramas, acertijos, cuadrados de Polibio, alfabeto de Atbash, decodificadores y más. 
‍☠️ Búsquedas del tesoro 
 Laberintos y más",2024-10-23 21:00:13,atravelerteacher,"Medellín, Antioquia",Image,0,,61,3,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,64,0.18028169014084508,58.962931632929845,0.18028169014084508,0,0.18028169014084508,1.0,0.0,0.0
3.484779382671302e+18,#selfie en honor al casi único día al año que me arreglo,2024-10-22 23:01:36,atravelerteacher,"Medellín, Antioquia",Image,0,Que hermosura,137,16,0,0,0.0,selfie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,153,0.4309859154929577,140.9582584349729,0.4309859154929577,1,0.21549295774647886,1.0,0.0,0.0
3.4818638127244493e+18,"Pensar fuera de la caja de esta semana. La semana pasada les compartí esta actividad que comencé a hacer con mis estudiantes. 

Fue una prueba pero ya quedó oficializada porque mis estudiantes la amaron. Esta semana cuando les dije que íbamos a contestar la pregunta de Think out of the Box, las hi sonreír y escuché varios: esoooo.

La primera semana escribieron unas frases muy sencillas. Esta semana encontré muchos más argumentos. Esto es algo bueno cuando somos constantes con las actividades. Nuestro/as estudiantes ya las conocen y cada vez las realizan mejor. 

De esto no puedo subir fotos, pero esta semana me encantó que las vi en muchos momento paradas leyendo lo que escribieron sus compañeras y comentándolo con otras amigas. 

¡Éxito rotundo!

¿Y tú qué preferirías?",2024-10-18 22:28:53,atravelerteacher,"Medellín, Antioquia",Sidecar,0,It was an excellent activity for your students!,195,3,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,198,0.5577464788732395,182.4165697393767,0.5577464788732395,0,0.5577464788732395,0.0,1.0,0.0
3.483237699949559e+18,"¡Qué hermoso mensaje!

Para nosotros y para trabajarlo con nuestros estudiantes en sus momentos de duelo.",2024-10-20 19:59:43,atravelerteacher,0,Video,clips,❤️❤️❤️,337,3,7489,2629,90.023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,340,0.9577464788732395,313.2405742999398,0.010522027167564677,0,0.9577464788732395,0.0,0.0,1.0
3.4797272586442486e+18,Un fin de semana feliz ♥️♥️♥️,2024-10-15 23:43:56,atravelerteacher,Cocorná,Sidecar,0,❤️❤️❤️❤️,73,3,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,76,0.2140845070422535,70.01848131410419,0.2140845070422535,0,0.2140845070422535,0.0,1.0,0.0
3.47734685546372e+18,"Escuché esta frase esta semana en una charla que nos dieron de primeros auxilios psicológicos. 

Nos hablaron de cómo podemos actuar como docentes cuando uno/a de nuestro/as estudiantes tiene una crisis de ansiedad. 

La conferencista terminó con esta preciosidad de frase. 

Por eso en esta cuenta siempre encontrará ese PRIMERO me cuido a mí. Por mí, pero también por mis estudiantes ♥️♥️♥️",2024-10-12 16:54:29,atravelerteacher,"Medellín, Antioquia",Image,0,,547,3,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,550,1.304225352112676,506.71269372049085,1.304225352112676,0,1.304225352112676,1.0,0.0,0.0
3.473905835820265e+18,Reflexionando sobre algo que me sucedió el viernes y sobre cómo podemos hacer nuestra profesión más humana,2024-10-07 22:57:48,atravelerteacher,"Medellín, Antioquia",Sidecar,0,Gracias por compartir y acompañar está experiencia,494,11,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,505,1.304225352112676,465.254382416087,1.304225352112676,0,1.304225352112676,0.0,1.0,0.0
3.4717139672597606e+18,"Les comparto por aquí las manualidades que hicimos para representar nuestras cadenas alimenticias 

Este fue un mini proyecto que hicimos basándonos en la investigación. 

Primero les compartí un lista de revisión con las diferentes características que debían investigar de un animal: hábitat, necesidades, presas, depredadores y demás. También les compartí la rúbrica que incluía la investigación, la representación de la cadena y una explicación. 

Cómo mis estudiantes están en tercero organicé una carpeta de recursos y les dije que escogieran tres. En la primera investigación que realizamos, yo les di los tres recursos. El paso en esta, es que ellas aprendieran a escoger sus recursos. 

Con la rutina de pensamiento Think - Pair - Share (piensa - trabaja en pareja - comparte) trabajamos el@nuevo vocabulario que necesitaban para esta investigación: productor, consumidor, herbívoro, carnívoro, omnívoro, depredador y presa).

Mis estudiantes procedieron a la investigación. Una vez terminada se las revisé para darles una devolución. Realizaron el diagrama de la cadena alimenticia y llegamos a la parte más divertida: crear estos modelos!!!

Les mostré algunos ejemplo y cada pareja escogió la que quería e inclusive un equipo me propuso una diferente a mis ejemplos  lo cual me encanta que pase. 

Terminamos este trabajo con una presentación y explicación de su cadena alimenticia.",2024-10-04 22:22:57,atravelerteacher,"Medellín, Antioquia",Sidecar,0,¡Belleza y creatividad ❤️!,61,3,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,64,0.18028169014084508,58.962931632929845,0.18028169014084508,0,0.18028169014084508,0.0,1.0,0.0
3.4739103886197514e+18,"Les comparto esta actividad muy sencilla, muy divertida y que desarrolla muchas habilidades en nuestro/as estudiantes como:

- pensamiento crítico  
- pensamiento divergente 
- pensamiento creativo ‍ 
- expresión escrita 
- expresión oral ️

Utilizando una presentación de Canva, les planteé a mis estudiantes la pregunta: ¿qué harías si te despiertas un día y todo el mundo es rosado? 

Les repartí papel reciclado y les di unos minutos para que pensaran  

Las estudiantes que quisieron, compartieron sus respuestas. 

Esta actividad les gustó tanto, que me pidieron que la sigamos haciendo, así que lo nombramos “Think out of the box Friday” y comenzaremos nuestros viernes así. 

Hoy aproveché que no tenemos estudiantes y organice esta cartelera para que podamos pegar las respuestas y que además, puedan acercarse a leerlas. 

¿Qué les parece? Si les gusta y quieren, les puedo seguir compartiendo las preguntas que haga cada viernes para que las utilicen en sus clases",2024-10-07 23:06:51,atravelerteacher,0,Sidecar,0,"Claro que sí, compartí las preguntas! Es una actividad muy interesante! Gracias!",214,9,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,223,0.628169014084507,205.44896490848993,0.628169014084507,0,0.628169014084507,0.0,1.0,0.0
3.475287040369581e+18,Hay muchas maneras de estar para nuestro/as estudiantes,2024-10-09 20:43:05,atravelerteacher,0,Video,clips,@nahir.banega,102,2,4407,1422,14.934,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,104,0.29295774647887324,95.814763903511,0.018385700168123086,0,0.29295774647887324,0.0,0.0,1.0
3.473307055873697e+18,"Fin de semana en San Carlos, Antioquia 

Ameeee todo de este fin de semana 

El pueblo y su parque principal me parecieron hermosos 

El reto de subir a la piedra El Tabor  

Ver la magia de unas pequeñas gotas de agua transformarse en una poderosa cascada 

Las vistas tan hermosas ⛰️

Un reto como senderista",2024-10-07 03:08:08,atravelerteacher,0,Sidecar,0,¡Qué belleza!,160,2,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,162,0.45633802816901403,149.24992069585366,0.45633802816901403,0,0.45633802816901403,0.0,1.0,0.0
3.4702961638011126e+18,A veces cuesta y si les soy muy honesta me lo tengo que decir a mí como si se lo estuviera diciendo a otra persona… pero vale la pena el esfuerzo por lograr vivir una vida más equilibrada,2024-10-02 23:27:05,atravelerteacher,0,Video,clips,"Gracias, gracias, muchas gracias...",408,8,11227,3230,11.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,416,1.171830985915493,383.259055614044,0.0939720117013226,0,1.171830985915493,0.0,0.0,1.0
3.466663055621269e+18,Primero personas felices… después profes,2024-09-27 23:08:13,atravelerteacher,0,Video,clips,"Es difícil igual. En mi caso, aunque haga lo posible por organizarme, siempre demoro mucho tiempo planeando clase y calificando. Es imposible no hacer cosas fuera del horario laboral cuando se tienen 87 estudiantes.",357,6,17540,7873,11.168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,363,1.0225352112676056,334.43037785552394,0.08403478067616746,0,1.0225352112676056,0.0,0.0,1.0
3.482394754719377e+18,"Hoy se celebra el día internacional de la prevención del cancer de mama 

Por eso ayer en mi colegio dedicamos un tiempo a esto. 

Estas actividades no las organicé yo sino la enfermería pero me encantaron y las comparto por si quieren hacer algo similar el lunes. 

 Todas fuimos con una media rosada al colegio. 
 Conversamos sobre lo que es el cancer de mama y cómo podemos prevenirlo 
 A cada estudiante le entregamos una hoja con el símbolo y diferentes colores simbolizando diferentes sentimientos 
 Mientras conversábamos del tema, las niñas levantaban la mano y compartían sus preguntas, conocimientos, preocupaciones, experiencia e iban coloreando el símbolo con los diferentes sentimientos que iban experimentando 
 Después explicaron sus sentimientos y los pegamos en un lugar visible del salón (le pedí a matemáticas y francés su espacio en la pared )

A algunas les llamó la atención que estuviera el color amarillo simbolizando la felicidad. Una de las estudiantes nos compartió que ella siente felicidad porque su abuelita estuvo enferma y se recuperó. Pero que también siente tristeza pues sabe que esa no ha sido la historia de muchas familias. 

Fue un momento muy bonito 

¡Sigamos creando conciencia!

#cancerdemama #prevencioncancerdemama",2024-10-19 16:03:46,atravelerteacher,"Medellín, Antioquia",Sidecar,0,,82,1,0,0,0.0,cancerdemama,prevencioncancerdemama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,83,0.23380281690140847,76.46755196145588,0.23380281690140847,2,0.0779342723004695,0.0,1.0,0.0
3.4645241136313027e+18,"Les he compartido del proceso de creación de este cuaderno interactivo sobre la fotosíntesis y ya está listo (y probado con mis estudiantes )

Si lo quieres, déjame saber en los comentarios 

#cuadernointeractivo #libretainteractiva #fotosintesis #photosynthesis",2024-09-25 00:17:59,atravelerteacher,"Medellín, Antioquia",Sidecar,0,Me gusta la idea !,65,16,0,0,0.0,cuadernointeractivo,libretainteractiva,fotosintesis,photosynthesis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,81,0.22816901408450702,74.62496034792683,0.22816901408450702,4,0.0456338028169014,0.0,1.0,0.0
3.460172078349857e+18,¿Conocías esta metodología? ¿Te animas a utilizarla?,2024-09-19 00:11:16,atravelerteacher,"Medellín, Antioquia",Sidecar,0,No lo conocía y me parece de lo más TOP,452,16,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,468,1.304225352112676,431.16643756579947,1.304225352112676,0,1.304225352112676,0.0,1.0,0.0
3.4587573715210056e+18,"Todos estos juegos los diseñé utilizando la plataforma Flippity.net

Creé una lista con los conceptos que hemos trabajado sobre el tema de ecosistemas y sus definiciones.

Lo pegué en cada plantilla.

Y listo 

8 juegos listos para que mis estudiantes practiquen en menos de 10 min.

Los seis primeros son virtuales y los últimos dos para imprimir. 

¡El 5 mi FAVORITO! Aunque tengo que modificar las definiciones porque quedaron demasiado largas",2024-09-17 01:20:30,atravelerteacher,"Medellín, Antioquia",Sidecar,0,Hola! Con que programas hacen la scape room y el video juego? Gracias,517,5,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,522,1.304225352112676,480.91641113108403,1.304225352112676,0,1.304225352112676,0.0,1.0,0.0
3.462268161557476e+18,"Feliz día del amor y la amistad ♥️

#fotobordado #embroideryphotography",2024-09-21 21:35:49,atravelerteacher,0,Sidecar,0,Love this idea!!!!!,188,4,0,0,0.0,fotobordado,embroideryphotography,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,192,0.5408450704225352,176.8887948987895,0.5408450704225352,2,0.18028169014084505,0.0,1.0,0.0
3.456999489154655e+18,"Ciudad Perdida parte 2.

El tercer día nos despertamos como siempre a las 4:50 para la subida a Ciudad Perdida. Una hora de caminata más 1.200 escalones 

Fue mi parte preferida de la caminata porque había agua por todas partes y esto me pareció hermoso. 

Para entrar a Ciudad Perdida debes realizar una ofrenda, así que nos dieron unas hojas de coca y nuestros guías dirigieron un ritual. 

¿Qué puedo decirles de Ciudad Perdida? La belleza, la naturaleza, la energía, la historia. 

Mi amiga @johannita.san y yo cumplimos años casi el mismo día, así que ate viaje lo planeamos como celebración de cumpleaños y por supuesto había que festejarlo en este lugar y por mi parte, pedirle a la vida que me siga guiando por estos caminos tan hermosos por los que me ha llevado. 

Después de estar allí unas horas, volvimos al campamento a almorzar y recoger nuestras cosas para emprender el regreso. Y como ya había probado las aguas curadoras… había que meterse al río para descansar los músculos para los 30 km de regreso.

En este primer tramo vivimos una experiencia increíble pues se largó un aguacero de esos característicos de las selvas tropicales. Los ríos se crecieron y nos tocaba atravesarlos cogidos de la mano… yo no sé cómo no me llevó (esa chiquita de amarillo que ven ahí soy yo )

4 días caminando
24 horas seguidas sin contar descansos
60 km
1.200 escaleras

Gracias a mi amiga que siempre está lista para todas estas ideas que se me ocurren. Gracias a nuestros guías que hicieron estar experiencia increíble. Gracias a mis compañeros de caminata, los mejores que uno puede pedir en una experiencia así. Gracias al senderismo que me lleva a vivir estas experiencias extraordinarias 

Ciudad Perdida eres un sueño que vivirá siempre en mí.",2024-09-14 15:07:54,atravelerteacher,Ciudad Perdida - Teyuna,Sidecar,0,Con cuál agencia realizaste la salida?,133,2,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,135,0.38028169014084506,124.37493391321138,0.38028169014084506,0,0.38028169014084506,0.0,1.0,0.0
3.454380185422816e+18,"Profes, esto es algo que me encanta hacer… es muy sencillo y fácil de implementar y mis estudiantes lo aman!!!

Creo que para muchas personas el cumpleaños es un día muy especial, feliz y en mi experiencia mis estudiante siempre lo viven así. 

Ellas llegan a clase mirándome con una sonrisa y con esos ojos brillantes esperando qué voy a hacer yo.

Y pues… a mí me hace muy feliz hacerlas felices. Así que tengo unos pequeños detalles, que la verdad a mí no me cuentas mucho… pero para ellas lo significa todo. 

El sombrero, el pin y el mantel lo compré en Dollar City y me valió 20.000 (5 dólares americanos) y la tarjeta, es solo una cartulina de los materiales que tenemos.",2024-09-11 00:23:49,atravelerteacher,"Medellín, Antioquia",Sidecar,0,Gracias por tus aportes. Muy bello,502,7,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,509,1.304225352112676,468.93956564314516,1.304225352112676,0,1.304225352112676,0.0,1.0,0.0
3.455086093975016e+18,"Manito arriba el que se identifica 

Empiezo yo: ☝️☝️☝️",2024-09-11 23:46:55,atravelerteacher,0,Video,clips,@martabrvi,305,14,13547,6107,11.701,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,319,0.8985915492957747,293.89336235788466,0.07074966926193013,0,0.8985915492957747,0.0,0.0,1.0
3.456488889651689e+18,"Yo por siempre equipo AMO los proyectos así mi salón (y en este caso el corredor ) se vuelvan un desastre…

Después se limpia!!! Pero la emoción, la dedicación, el aprendizaje y los resultados lo pagan todo.

Y pues organizándonos bien, nos sobraron 20 minutos para que cada equipo limpiara, fueron por escoba y hasta barrieron y una estudiante al final se ofreció para barrer el salón por última vez pues veía que aún habían quedado cosas allí 

No voy a mentir. A mí también me tocó coger escoba y recoger basura… pero los resultados valen la pena. 

Y la felicidad de ellas MÁS.",2024-09-13 22:16:17,atravelerteacher,0,Video,clips,,48,0,4573,2047,16.902,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,48,0.1352112676056338,44.22219872469738,0.007552858206101764,0,0.1352112676056338,0.0,0.0,1.0
3.4608327338014203e+18,"¿Cómo te parece?

Yo estoy feliz con el resultado 

#interactivenotebooks #cuadernosinteractivos",2024-09-19 22:04:45,atravelerteacher,0,Video,clips,"Melisaa  me interesa tu contenido, puedes enviarme un mensaje al privado? Gracias",106,1,6459,1957,4.933,interactivenotebooks,cuadernosinteractivos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.13781317659401643,35500,107,0.30140845070422534,98.57865132380458,0.05080203113167459,2,0.10046948356807511,0.0,0.0,1.0
