id,caption,timestamp,type,productType,firstComment,likesCount,commentsCount,videoPlayCount,videoViewCount,videoDuration,tokens,Sentiment_Score
3504949729370714865,"Clase de prueba GRATIS el jueves (21 de noviembre)
Reserva tu cupo aquí https://profekyle.com/group-test-class/

¿Eres pre-intermedio o intermedio que quiere mejorar sus habilidades para hablar inglés?

¿Quieres hacerlo mientras mejoras tu pronunciación y vocabulario?
¿Y usando materiales auténticos de Gringolandia como la base?

Si es así... Hago una presentación gratis en ZOOM de cómo lo hago en mis clases grupales de 9 estudiantes.

En la presentación aprenderás:
-Cómo aprendes la pronunciación con una historia chistosa
-Cómo cada clase es conversacional sin serlo
-Cómo aprendes la gramática sin clases de gramática

Clase de prueba GRATIS el jueves (21 de noviembre) para los PRE-INTERMEDIOS e INTERMEDIOS interesados en conocer la metodología que he usado con más de 500 estudiantes de América Latina para guiarlos hacia la fluidez.

¿Cuánto dura?
⏳90 minutos

¿A qué hora?
Las 5:30pm Ciudad de México/América Central
Las 6:30pm Colombia/Ecuador/Perú/Panamá/Nueva York/Toronto/Miami
Las 7:30 Venezuela
Las 8:30pm Argentina/Chile

¿Si no puedes asistir?
Te mando la grabación.

No pierdas la oportunidad para conocer una metodología diseñada PARA TI.

✍️ Inscríbete aquí copiando y pegando en tu browser: https://profekyle.com/group-test-class/",2024-11-19 18:56:29,Image,0,Profesor hay un mínimo de edad para la clase ?,7,2,0,0,0.0,"['Clase', 'prueba', 'GRATIS', 'jueves', '(', '21', 'noviembre', ')', 'Reserva', 'cupo', 'aquí', 'https://profekyle.com/group-test-class/', '¿', 'Eres', 'pre-intermedio', 'intermedio', 'quiere', 'mejorar', 'habilidades', 'hablar', 'inglés', '?', '¿', 'Quieres', 'hacerlo', 'mientras', 'mejoras', 'pronunciación', 'vocabulario', '?', '¿', 'Y', 'usando', 'materiales', 'auténticos', 'Gringolandia', 'base', '?', 'Si', 'así', '...', 'Hago', 'presentación', 'gratis', 'ZOOM', 'cómo', 'hago', 'clases', 'grupales', '9', 'estudiantes', '.', 'En', 'presentación', 'aprenderás', ':', '-', 'Cómo', 'aprendes', 'pronunciación', 'historia', 'chistosa', '-', 'Cómo', 'cada', 'clase', 'conversacional', 'serlo', '-', 'Cómo', 'aprendes', 'gramática', 'clases', 'gramática', 'Clase', 'prueba', 'GRATIS', 'jueves', '(', '21', 'noviembre', ')', 'PRE-INTERMEDIOS', 'INTERMEDIOS', 'interesados', 'conocer', 'metodología', 'usado', '500', 'estudiantes', 'América', 'Latina', 'guiarlos', 'hacia', 'fluidez', '.', '¿', 'Cuánto', 'dura', '?', '⏳', '90', 'minutos', '¿', 'A', 'hora', '?', 'Las', '5:30', 'pm', 'Ciudad', 'México', '/', 'América', 'Central', 'Las', '6:30', 'pm', 'Colombia', '/', 'Ecuador', '/', 'Perú', '/', 'Panamá', '/', 'Nueva', 'York', '/', 'Toronto', '/', 'Miami', 'Las', '7:30', 'Venezuela', 'Las', '8:', '30pm', 'Argentina', '/', 'Chile', '¿', 'Si', 'puedes', 'asistir', '?', 'Te', 'mando', 'grabación', '.', 'No', 'pierdas', 'oportunidad', 'conocer', 'metodología', 'diseñada', 'PARA', 'TI', '.', '✍', '️', 'Inscríbete', 'aquí', 'copiando', 'pegando', 'browser', ':', 'https://profekyle.com/group-test-class/']",-0.4
3490699972146842624,"Pronuncia DOCUMENTARY como gringo

#inglesamericano #pronunciacion #aprendeingles #profekyle",2024-10-31 03:06:53,Video,clips,Super profe estoy feliz con la pronunciación,275,6,7725,2525,83.94,"['Pronuncia', 'DOCUMENTARY', 'gringo', '#inglesamericano', '#pronunciacion', '#aprendeingles', '#profekyle']",0.0
3490504630959621417,"¿Has escuchado de INPUT COMPRENSIBLE de influencers en las redes sociales?

¿Quieres ver cómo funciona en una clase real?

El 31 de octubre en la tarde (el jueves) es tu oportunidad.

Inscríbete en una clase de prueba gratis en la cual verás una historia diseñada para acelerar tu aprendizaje de inglés.

En esta clase verás cómo:

— aprendes vocabulario más rápido
— aprendes la pronunciación más rápido
— aprendes la gramática más rápido

Las clase será a las:
*7pm (México)
*8pm (Colombia, Ecuador, Perú, Panamá)
*9pm (New York, Miami, Venezuela)
*10pm (Chile, Argentina)

Inscripción abierta aquí: https://www.profekyle.com/story-test-class/",2024-10-30 20:36:39,Image,0,,23,0,0,0,0.0,"['¿', 'Has', 'escuchado', 'INPUT', 'COMPRENSIBLE', 'influencers', 'redes', 'sociales', '?', '¿', 'Quieres', 'ver', 'cómo', 'funciona', 'clase', 'real', '?', 'El', '31', 'octubre', 'tarde', '(', 'jueves', ')', 'oportunidad', '.', 'Inscríbete', 'clase', 'prueba', 'gratis', 'verás', 'historia', 'diseñada', 'acelerar', 'aprendizaje', 'inglés', '.', 'En', 'clase', 'verás', 'cómo', ':', '—', 'aprendes', 'vocabulario', 'rápido', '—', 'aprendes', 'pronunciación', 'rápido', '—', 'aprendes', 'gramática', 'rápido', 'Las', 'clase', ':', '*', '7pm', '(', 'México', ')', '*', '8p', 'm', '(', 'Colombia', ',', 'Ecuador', ',', 'Perú', ',', 'Panamá', ')', '*', '9pm', '(', 'New', 'York', ',', 'Miami', ',', 'Venezuela', ')', '*', '10pm', '(', 'Chile', ',', 'Argentina', ')', 'Inscripción', 'abierta', 'aquí', ':', 'https://www.profekyle.com/story-test-class/']",0.16818181818181818
3489857876135358489,"Pronuncia EXPERIENCE como es inglés NO español

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-29 23:15:01,Video,clips,"Profe you are the best teacher!
Muchas Gracias.",307,7,8427,3099,72.12,"['Pronuncia', 'EXPERIENCE', 'inglés', 'NO', 'español', '#pronunciacion', '#inglesamericano', '#aprenderingles', '#profekyle']",0.0
3494203355132488406,"Se pronuncian igual 

#pronunciacion #inglesamericano #aprendeingles #profekyle",2024-11-04 23:12:35,Video,clips,,464,26,11622,4436,70.008,"['Se', 'pronuncian', 'igual', '#pronunciacion', '#inglesamericano', '#aprendeingles', '#profekyle']",0.0
3484033449258874991,"¿Pronuncias bien THIRD o dices popó en inglés?

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-21 22:21:13,Video,clips,Súper bueno profe,533,17,12125,5225,79.97,"['¿', 'Pronuncias', 'bien', 'THIRD', 'dices', 'popó', 'inglés', '?', '#pronunciacion', '#inglesamericano', '#aprenderingles', '#profekyle']",0.0
3481291441567069022,"¿Quieres decir SOGA en vez de NOTICIA en inglés? 

¿No?

Hay que aprender la Z entonces.

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-18 03:34:13,Video,clips,"Mi profesor dice que eso son diferencias muy poco importantes, pero yo no le hago caso",703,32,11788,4654,79.018,"['¿', 'Quieres', 'decir', 'SOGA', 'vez', 'NOTICIA', 'inglés', '?', '¿', 'No', '?', 'Hay', 'aprender', 'Z', 'entonces', '.', '#pronunciacion', '#inglesamericano', '#aprenderingles', '#profekyle']",0.0
3484908060336739885,"¿Diferencias bien las pronunciaciones de WASH y WATCH?

#inglesamericano #pronunciacion #aprenderingles #profekyle",2024-10-23 03:18:32,Video,clips,,430,17,8615,3909,87.866,"['¿', 'Diferencias', 'bien', 'pronunciaciones', 'WASH', 'WATCH', '?', '#inglesamericano', '#pronunciacion', '#aprenderingles', '#profekyle']",0.0
3479117346603827422,"Aaí se pronuncia GAME OF THRONES en inglés americano 

#pronunciacion #inglesamericano #aprendeingles #profekyle",2024-10-15 03:33:03,Video,clips,fue difícil para lograrlo,649,25,15976,5619,73.607,"['Aaí', 'pronuncia', 'GAME', 'OF', 'THRONES', 'inglés', 'americano', '#pronunciacion', '#inglesamericano', '#aprendeingles', '#profekyle']",-0.4
3479833957684888479,"Así pronunciamos BUSY (ocupado) en inglés americano

#pronunciacion #inglesamericano #aprenderingles #profekyle",2024-10-16 03:16:31,Video,clips,True Beauty ☺️,318,10,6742,2583,45.395,"['Así', 'pronunciamos', 'BUSY', '(', 'ocupado', ')', 'inglés', 'americano', '#pronunciacion', '#inglesamericano', '#aprenderingles', '#profekyle']",0.1
3480569963197440257,"¿Hay una diferencia entre la pronunciación de CALLED y COLD?

#pronunciacion #aprenderingles #profekyle #inglesamericano",2024-10-17 03:39:01,Video,clips,Yes,1030,22,19066,8927,58.421,"['¿', 'Hay', 'diferencia', 'pronunciación', 'CALLED', 'COLD', '?', '#pronunciacion', '#aprenderingles', '#profekyle', '#inglesamericano']",-0.6
3477484408644272280,"¿Quieres superar todos tu problemas con la pronunciación en 1 mes?

Ahora es tu oportunidad.

Solo tengo 1 cupo más en mi programa intensivo de pronunciación de Zoom que comienza el lunes (14 de octubre)

Si quieres más información, visita https://www.profekyle.com/programa-intensivo-de-pronunciacion/",2024-10-12 21:27:47,Image,0,Genial! Cómo obtengo más información ?,19,2,0,0,0.0,"['¿', 'Quieres', 'superar', 'problemas', 'pronunciación', '1', 'mes', '?', 'Ahora', 'oportunidad', '.', 'Solo', '1', 'cupo', 'programa', 'intensivo', 'pronunciación', 'Zoom', 'comienza', 'lunes', '(', '14', 'octubre', ')', 'Si', 'quieres', 'información', ',', 'visita', 'https://www.profekyle.com/programa-intensivo-de-pronunciacion/']",0.0
3478686399693414346,"https://profekyle.com/programa-intensivo-de-pronunciacion/

Mi proceso de escuchar bien español duró 4 años.

Y eso es sin hablar de pronunciación.

Durante la pandemia tomé docenas de clases semanales a lo largo de 2 años con una profesora de reducción de acento de la Ciudad de México para quitar mi ritmo borracho de gringo.

Estaba harto de recibir el comentario de, “¿estás borracho?” en mis videos de Youtube. 

No sé cuánto pagué. No sé si quiero saber.

Las clases particulares no son baratas.

Por ejemplo, clases particulares con un profesor de reducción de acento en inglés en Italki cuesta $50usd por hora.

16 clases con ellos costarían $2500usd.

Uff. Eso duele el bolsillo.

Todo ese dinero para superar unos problemas con la pronunciación de inglés.

Si eres como yo, vas a difundir esos gastos sobre meses para no pagar todo a la vez. Eso a pesar de que sería más fácil superar nuestros problemas con la pronunciación en corto tiempo.

O hay personas que no quieren invertir nada en su educación y solo ven videos sin rumbo para aprender la pronunciación.

Terminan confundidas porque dependen de muchos profesores con opiniones diferentes de la pronunciación. Y no reciben retroalimentación para saber si van bien o no.

Una buena opción sería:
-No pagar $2500usd
-Dominar la pronunciación en corto tiempo
-Seguir una metodología con rumbo
-Aprender la verdadera inglés de los gringos

Ideal, ¿no?

Estoy de acuerdo.

Ojalá que algo así existiera en español cuando lo aprendí de 2015-2021.

No habría tenido que pagar tanto y esperar tanto para hablar un español suave.

Y es por eso que he creado mi nuevo programa intensivo de pronunciación. Por solo $147usd recibes:
-16 días de lecciones de video y audio dado por el grupo de Whatsapp
-2 cursos de video y audio de la pronunciación con acceso por vida

Sí, se agotaron los cupos para el programa de Zoom de las que hablé ayer. Ahora solo tengo 9 cupos disponibles en el programa de Whatsapp.

El precio sigue siendo mucho menos de los $2500 que pagarías con clases particulares de pronunciación. Solo $147usd.

Para más información, visita profekyle.com/programa-intensivo-de-pronunciacion/",2024-10-14 13:15:56,Image,0,,10,0,0,0,0.0,"['https://profekyle.com/programa-intensivo-de-pronunciacion/', 'Mi', 'proceso', 'escuchar', 'bien', 'español', 'duró', '4', 'años', '.', 'Y', 'hablar', 'pronunciación', '.', 'Durante', 'pandemia', 'tomé', 'docenas', 'clases', 'semanales', 'largo', '2', 'años', 'profesora', 'reducción', 'acento', 'Ciudad', 'México', 'quitar', 'ritmo', 'borracho', 'gringo', '.', 'Estaba', 'harto', 'recibir', 'comentario', ',', '“', '¿', 'borracho', '?', '”', 'videos', 'Youtube', '.', 'No', 'sé', 'cuánto', 'pagué', '.', 'No', 'sé', 'si', 'quiero', 'saber', '.', 'Las', 'clases', 'particulares', 'baratas', '.', 'Por', 'ejemplo', ',', 'clases', 'particulares', 'profesor', 'reducción', 'acento', 'inglés', 'Italki', 'cuesta', '$', '50usd', 'hora', '.', '16', 'clases', 'costarían', '$', '2500usd', '.', 'Uff', '.', 'Eso', 'duele', 'bolsillo', '.', 'Todo', 'dinero', 'superar', 'problemas', 'pronunciación', 'inglés', '.', 'Si', ',', 'vas', 'difundir', 'gastos', 'meses', 'pagar', 'vez', '.', 'Eso', 'pesar', 'fácil', 'superar', 'problemas', 'pronunciación', 'corto', 'tiempo', '.', 'O', 'personas', 'quieren', 'invertir', 'educación', 'solo', 'ven', 'videos', 'rumbo', 'aprender', 'pronunciación', '.', 'Terminan', 'confundidas', 'dependen', 'profesores', 'opiniones', 'diferentes', 'pronunciación', '.', 'Y', 'reciben', 'retroalimentación', 'saber', 'si', 'van', 'bien', '.', 'Una', 'buena', 'opción', ':', '-', 'No', 'pagar', '$', '2500usd', '-', 'Dominar', 'pronunciación', 'corto', 'tiempo', '-', 'Seguir', 'metodología', 'rumbo', '-', 'Aprender', 'verdadera', 'inglés', 'gringos', 'Ideal', ',', '¿', '?', 'Estoy', 'acuerdo', '.', 'Ojalá', 'así', 'existiera', 'español', 'aprendí', '2015-2021', '.', 'No', 'pagar', 'esperar', 'hablar', 'español', 'suave', '.', 'Y', 'creado', 'nuevo', 'programa', 'intensivo', 'pronunciación', '.', 'Por', 'solo', '$', '147usd', 'recibes', ':', '-', '16', 'días', 'lecciones', 'video', 'audio', 'dado', 'grupo', 'Whatsapp', '-', '2', 'cursos', 'video', 'audio', 'pronunciación', 'acceso', 'vida', 'Sí', ',', 'agotaron', 'cupos', 'programa', 'Zoom', 'hablé', 'ayer', '.', 'Ahora', 'solo', '9', 'cupos', 'disponibles', 'programa', 'Whatsapp', '.', 'El', 'precio', 'sigue', 'siendo', 'menos', '$', '2500', 'pagarías', 'clases', 'particulares', 'pronunciación', '.', 'Solo', '$', '147usd', '.', 'Para', 'información', ',', 'visita', 'profekyle.com/programa-intensivo-de-pronunciacion/']",0.9
3473770771162647567,"Un recordatorio que LA SEMANA DE LA BOCA GRINGA comienza en 5 horas.

Si tenías planeado inscribirte y aún no lo has hecho, es tu última oportunidad. Aquí puedes hacerlo: profekyle.com/workshop-ig

Haré 3 talleres hoy, mañana y el miércoles:

7 de octubre: Los 3 sonidos más importantes del inglés gringo y cómo se pronuncian
8 de octubre: 3 formas en las que hacemos sonar una oración como una palabra
9 de octubre: Las mejores técnicas para superar los obstáculos de la pronunciación/las mejores tácticas para hacer la pronunciación parte de tu ser

Si no puedes asistir a la hora de: 
5:30 de la tarde (hora de México/Centro América)
6:30 de la tarde (hora de Colombia/Ecuador/Panamá/Perú)
7:30 de la tarde (hora de Nueva York/Miami/Venezuela)
8:30 de la tarde (hora de Chile/Argentina)

Grabaré los 3 talleres y mandarte los enlaces el día después.

El miércoles anunciaré el programa intensivo de pronunciación que tendrá cupos limitados. Si quieres un cupo y un descuento, te aconsejo que te inscribas a los talleres.

Cualquier duda, comenta abajo.",2024-10-07 18:29:27,Image,0,Ojala lo repitas a fines de Noviembre,14,1,0,0,0.0,"['Un', 'recordatorio', 'LA', 'SEMANA', 'DE', 'LA', 'BOCA', 'GRINGA', 'comienza', '5', 'horas', '.', 'Si', 'planeado', 'inscribirte', 'aún', 'hecho', ',', 'última', 'oportunidad', '.', 'Aquí', 'puedes', 'hacerlo', ':', 'profekyle.com/workshop-ig', 'Haré', '3', 'talleres', 'hoy', ',', 'mañana', 'miércoles', ':', '7', 'octubre', ':', 'Los', '3', 'sonidos', 'importantes', 'inglés', 'gringo', 'cómo', 'pronuncian', '8', 'octubre', ':', '3', 'formas', 'hacemos', 'sonar', 'oración', 'palabra', '9', 'octubre', ':', 'Las', 'mejores', 'técnicas', 'superar', 'obstáculos', 'pronunciación', '/', 'mejores', 'tácticas', 'hacer', 'pronunciación', 'parte', 'ser', 'Si', 'puedes', 'asistir', 'hora', ':', '5:30', 'tarde', '(', 'hora', 'México', '/', 'Centro', 'América', ')', '6:30', 'tarde', '(', 'hora', 'Colombia', '/', 'Ecuador', '/', 'Panamá', '/', 'Perú', ')', '7:30', 'tarde', '(', 'hora', 'Nueva', 'York', '/', 'Miami', '/', 'Venezuela', ')', '8:', '30', 'tarde', '(', 'hora', 'Chile', '/', 'Argentina', ')', 'Grabaré', '3', 'talleres', 'mandarte', 'enlaces', 'día', 'después', '.', 'El', 'miércoles', 'anunciaré', 'programa', 'intensivo', 'pronunciación', 'cupos', 'limitados', '.', 'Si', 'quieres', 'cupo', 'descuento', ',', 'aconsejo', 'inscribas', 'talleres', '.', 'Cualquier', 'duda', ',', 'comenta', 'abajo', '.']",0.5
3468645348963297679,"7-9 de octubre

3 talleres gratis de 90 minutos cada uno

Inscripción abierta el 2 de octubre

¿Dudas?

✍️Déjame saberlas en los comentarios para que estés claro

#pronunciaciondeingles #inglesamericano #aprenderingles",2024-09-30 16:46:09,Image,0,No las he visto! Lo intentaré buscar gracias,59,10,0,0,0.0,"['7-9', 'octubre', '3', 'talleres', 'gratis', '90', 'minutos', 'cada', 'Inscripción', 'abierta', '2', 'octubre', '¿', 'Dudas', '?', '✍', '️Déjame', 'saberlas', 'comentarios', 'claro', '#pronunciaciondeingles', '#inglesamericano', '#aprenderingles']",0.0
3473198719921988355,"24 horas para reservar tu cupo para LA SEMANA DE LA BOCA GRINGA: profekyle.com/workshop-ig

Hace 3 años (durante la pandemia), conocí a una seguidora. No recuerdo toda la historia pero creo que me mandó una nota de voz por Whatsapp.

No respondo a todos los mensajes que recibo porque me volvería loco. No soy famoso pero hay personas que aprovechan que mi información de contacto es pública.

Pero le respondí porque su inglés era tan bueno.

Le pregunté cómo ella había conseguido un acento tan neutro.

Si la hubieras escuchado, habrías dicho que ella había pasado 3 años en Gringolandia durante su adolescencia.

Pero no.

Su respuesta me sorprendió y no me sorprendió.

¿Cómo?

Porque ella nunca había conocido Gringolandia.

De hecho, nunca había salido de su país (Ecuador).

Celeste (la mujer) había aprendido inglés sola en casa.

¿Su secreto?

Viendo un montón de contenido gringo y copiando lo ella escuchó.

Por eso no me sorprendió.

Te digo constantemente que si quieres dominar la pronunciación del inglés, necesitas escucharlo.

Me sorprendió porque Celeste era una de los primeros latinos que siguió este consejo.

Le pidió que grabara un video para mí hablando en inglés sobre cómo ella consiguió su increíble acento.

Ella lo hizo.

¿Quieres verlo?

Voy a revelarlo en el tercer taller que hago el miércoles con mis estudiantes.

¿Aún no reservaste tu cupo?

Hazlo aquí: profekyle.com/workshop-ig

Los talleres comenzarán a las 7:30 de la tarde (hora de Nueva York/Miami/Venezuela) los 3 días. Sería a las 6:30 para Colombia/Peru/Ecuador/Panamá. Sería a las 5:30 para Mexico y Centro América. Sería a las 8:30 para Argentina/Chile.

Los talleres duraron más o menos 90 minutos.
Haremos los talleres en Zoom o una aplicación de webinar.

¿Qué pasa después de inscribirte?
Vas a recibir un email con un enlace para el grupo de Whatsapp donde recibirás los enlaces para los webinars.

Cierro la inscripción mañana (7 de octubre).

¿Qué pasa si no puedes asistir un taller?
No pasa nada. Voy a grabarlos y puedes ver la grabación cuando tienes el tiempo.

Cualquier duda, mándame un mensaje.

#pronunciacion #inglesamericano #aprenderingles",2024-10-06 23:32:53,Sidecar,0,Tercer taller,46,2,0,0,0.0,"['24', 'horas', 'reservar', 'cupo', 'LA', 'SEMANA', 'DE', 'LA', 'BOCA', 'GRINGA', ':', 'profekyle.com/workshop-ig', 'Hace', '3', 'años', '(', 'pandemia', ')', ',', 'conocí', 'seguidora', '.', 'No', 'recuerdo', 'toda', 'historia', 'creo', 'mandó', 'nota', 'voz', 'Whatsapp', '.', 'No', 'respondo', 'mensajes', 'recibo', 'volvería', 'loco', '.', 'No', 'famoso', 'personas', 'aprovechan', 'información', 'contacto', 'pública', '.', 'Pero', 'respondí', 'inglés', 'tan', 'bueno', '.', 'Le', 'pregunté', 'cómo', 'conseguido', 'acento', 'tan', 'neutro', '.', 'Si', 'escuchado', ',', 'dicho', 'pasado', '3', 'años', 'Gringolandia', 'adolescencia', '.', 'Pero', '.', 'Su', 'respuesta', 'sorprendió', 'sorprendió', '.', '¿', 'Cómo', '?', 'Porque', 'nunca', 'conocido', 'Gringolandia', '.', 'De', 'hecho', ',', 'nunca', 'salido', 'país', '(', 'Ecuador', ')', '.', 'Celeste', '(', 'mujer', ')', 'aprendido', 'inglés', 'sola', 'casa', '.', '¿', 'Su', 'secreto', '?', 'Viendo', 'montón', 'contenido', 'gringo', 'copiando', 'escuchó', '.', 'Por', 'sorprendió', '.', 'Te', 'digo', 'constantemente', 'si', 'quieres', 'dominar', 'pronunciación', 'inglés', ',', 'necesitas', 'escucharlo', '.', 'Me', 'sorprendió', 'Celeste', 'primeros', 'latinos', 'siguió', 'consejo', '.', 'Le', 'pidió', 'grabara', 'video', 'hablando', 'inglés', 'cómo', 'consiguió', 'increíble', 'acento', '.', 'Ella', 'hizo', '.', '¿', 'Quieres', 'verlo', '?', 'Voy', 'revelarlo', 'tercer', 'taller', 'hago', 'miércoles', 'estudiantes', '.', '¿', 'Aún', 'reservaste', 'cupo', '?', 'Hazlo', 'aquí', ':', 'profekyle.com/workshop-ig', 'Los', 'talleres', 'comenzarán', '7:30', 'tarde', '(', 'hora', 'Nueva', 'York', '/', 'Miami', '/', 'Venezuela', ')', '3', 'días', '.', 'Sería', '6:30', 'Colombia', '/', 'Peru', '/', 'Ecuador', '/', 'Panamá', '.', 'Sería', '5:30', 'Mexico', 'Centro', 'América', '.', 'Sería', '8:', '30', 'Argentina', '/', 'Chile', '.', 'Los', 'talleres', 'duraron', 'menos', '90', 'minutos', '.', 'Haremos', 'talleres', 'Zoom', 'aplicación', 'webinar', '.', '¿', 'Qué', 'pasa', 'después', 'inscribirte', '?', 'Vas', 'recibir', 'email', 'enlace', 'grupo', 'Whatsapp', 'recibirás', 'enlaces', 'webinars', '.', 'Cierro', 'inscripción', 'mañana', '(', '7', 'octubre', ')', '.', '¿', 'Qué', 'pasa', 'si', 'puedes', 'asistir', 'taller', '?', 'No', 'pasa', '.', 'Voy', 'grabarlos', 'puedes', 'ver', 'grabación', 'tiempo', '.', 'Cualquier', 'duda', ',', 'mándame', 'mensaje', '.', '#pronunciacion', '#inglesamericano', '#aprenderingles']",0.0
